,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
7356,S39177,2013-028A,Cosmos-2486,2013 Jun  7,2013 Nov  4,2013 Nov?,2013 Nov?,,Persona,,,M,D,IMG,RU,ST/SG/SER.E/684,93.9,200,729,98.3,S,Gol-2,,
7357,S39179,2013-029A,[Shenzhou 10],2013 Jun 11,2013 Jun 26,2013 Jun 26,2013 Jun 26 0007,,Shenzhou,,,M,C,SS,[CN],,,,,,S,,,
7358,S39186,2013-030A,Resurs-P,2013 Jun 25,2017 Jan,*,*,,ResursP,,,M,C,IMG,RU,ST/SG/SER.E/684,91.4,252,446,97.3,S,,,
7359,S39188,2013-031A,O3B FM5,2013 Jun 25,*,*,*,,O3b,,,M,B,COM,UK,ST/SG/SER.E/686,287.9,8063,8069,0.0,S,,,
7360,S39189,2013-031B,O3B FM4,2013 Jun 25,*,*,*,,O3b,,,M,B,COM,UK,ST/SG/SER.E/686,287.9,8063,8069,0.0,S,,,
7361,S39190,2013-031C,O3B FM2,2013 Jun 25,*,*,*,,O3b,,,M,B,COM,UK,ST/SG/SER.E/686,287.9,8063,8069,0.0,S,,,
7362,S39191,2013-031D,O3B PFM,2013 Jun 25,*,*,*,,O3b,,,M,B,COM,UK,ST/SG/SER.E/686,287.9,8063,8069,0.0,S,,,
7363,S39193,2013-029H,[SZ 10 OM],2013 Jun 11,2013 Jun 25,2013 Jun 25,2013 Jun 25,,Shenzhou OM,,,,C,SS,[CN],,,,,,S,,,
7364,S39194,2013-032A,Cosmos-2487,2013 Jun 27,2015 Sep,2015 Sep 28?,2015 Sep 28?,,Kondor,,,,D,IMG-R,RU,ST/SG/SER.E/684,94.6,501,523,74.7,S,,,
7365,S39197,2013-033A,IRIS,2013 Jun 28,*,*,*,,SMEX,,,,C,AST,US,ST/SG/SER.E/725,97.5,614,661,97.9,S,ARC,SOL*,Solar UV observatory
7366,S39199,2013-034A,IRNSS-1A,2013 Jul  1,*,*,*,,IRNSS,,,M,C,NAV,IN,ST/SG/SER.E/685,1436.2,35706,35871,27.0,S,,,
7367,S39202,2013-035A,Shijian 11-05,2013 Jul 15,2019 Mar,*,*,,SJ-11,,,M,D,SIG,CN,ST/SG/SER.E/714,90.0,700,700,98.0,S,Xian,,
7368,S39206,2013-036A,MUOS 2,2013 Jul 19,*,*,*,,MUOS,,,M,D,COM,US,ST/SG/SER.E/736,701.0,3764,35758,19.2,S,,,
7369,S39208,2013-037A,Shiyan-7,2013 Jul 19,2017 Aug,*,*,,SJ-T,,,M,C,TECH,CN,ST/SG/SER.E/714,98.1,673,673,98.1,S,,,
7370,S39209,2013-037B,Chuangxin-3,2013 Jul 19,*,*,*,,SJ-T,,,,C,COM,CN,ST/SG/SER.E/714,98.1,673,673,98.1,S,,,
7371,S39210,2013-037C,Shijian-15,2013 Jul 19,2017 Aug,*,*,,SJ-T,,,M,C,TECH,CN,ST/SG/SER.E/714,98.1,673,673,98.1,S,,,
7372,S39215,2013-038A,Alphasat,2013 Jul 25,*,*,*,,Inmarsat 4,,,M,CB,COM,UK,ST/SG/SER.E/690,1436.0,35786,35786,0.0,S,,,
7373,S39216,2013-038B,INSAT-3D,2013 Jul 25,*,*,*,,Insat,,,M,C,MET,IN,ST/SG/SER.E/698,1436.2,35786,35790,0.0,S,,,
7374,S39219,2013-039A,Progress M-20M,2013 Jul 27,2014 Feb 11,2014 Feb 11,2014 Feb 11,,Progress MM,,,M,C,SS,RU,ST/SG/SER.E/689,88.6,194,240,51.7,S,TsUP,,
7375,S39221,2013-040A,Kounotori4 (HTV 4),2013 Aug  4,2013 Sep  7,2013 Sep  7,2013 Sep  7,,HTV,,,M,C,SS,J,ST/SG/SER.E/693,92.9,411,419,51.6,S,,,
7376,S39222,2013-041A,WGS 6,2013 Aug  8,*,*,*,,WGS,,,M,D,COM,US,ST/SG/SER.E/736,1349.8,569,67592,23.9,S,,,
7377,S39227,2013-042A,KOMPSAT-5,2013 Aug 22,2020 Mar,*,*,,Kompsat,,,M,C,IMG-R,KR,ST/SG/SER.E/691,95.7,543,563,97.6,S,Daejon,,
7378,S39232,2013-043A,USA 245,2013 Aug 28,2020 Mar,*,*,,CRYSTAL 4,,,M,D,IMG*,US,ST/SG/SER.E/736,97.8,256,998,97.3,S,AFSCN,,Imaging recon satellite
7379,S39233,2013-044A,EUTELSAT 25B,2013 Aug 29,2017 Jan,*,*,,Eutelsat New,,,M,B,COM,F*,ST/SG/SER.E/717,1436.0,35782,35792,0.0,S,Eutelsat SCC/Paris,,
7380,S39234,2013-044B,GSAT-7,2013 Aug 29,*,*,*,,GSAT,,,M,D,COM,IN,ST/SG/SER.E/698,1436.2,35751,35825,0.0,S,Hassan,,
7381,S39237,2013-045A,[Amos 4],2013 Aug 31,*,*,*,,Amos,,,M,C,COM,[IL],,,,,,S,IAI/MBT,,
7382,S39239,2013-046A,Yaogan 17,2013 Sep  1,*,*,*,,JB-8,,,,D,SIG,CN,ST/SG/SER.E/714,107.0,1100,1100,63.4,S,,,
7383,S39240,2013-046B,[Yaogan 17-2],2013 Sep  1,*,*,*,,JB-8,,,,D,SIG,[CN],,,,,,S,,,
7384,S39241,2013-046C,[Yaogan 17-3],2013 Sep  1,*,*,*,,JB-8,,,,D,SIG,[CN],,,,,,S,,,
7385,S39246,2013-047A,[LADEE],2013 Sep  7,2014 Apr 18,2014 Apr 18,2014 Apr 18,,NASA Lunar,,,M,C,PLAN,[US],,,,,,S,,PL,Lunar exosphere
7386,S39249,2013-048A,Gonets-M No. 14,2013 Sep 11,2017 Jan,*,*,,Gonets-M,,,,C,COM,RU,ST/SG/SER.E/704,116.0,1502,1505,82.5,S,,,
7387,S39250,2013-048B,Gonets-M No. 16,2013 Sep 11,2017 Jan,*,*,,Gonets-M,,,,C,COM,RU,ST/SG/SER.E/704,116.0,1502,1505,82.5,S,,,
7388,S39251,2013-048C,Gonets-M No. 17,2013 Sep 11,2017 Jan,*,*,,Gonets-M,,,,C,COM,RU,ST/SG/SER.E/704,116.0,1502,1505,82.5,S,,,
7389,S39253,2013-049A,SPRINT-A 'Hisaki',2013 Sep 14,*,*,*,,SPRINT,,,,C,AST,J,ST/SG/SER.E/693,106.2,947,1157,29.7,S,,UVA,Planetary exospheres
7390,S39256,2013-050A,[AEHF 3],2013 Sep 18,*,*,*,,AEHF,,,M,D,COM,[US],,,,,,S,Peterson?,,
7391,S39258,2013-051A,[Cygnus],2013 Sep 18,2013 Oct 23,2013 Oct 23,2013 Oct 23,,Cygnus,,,M,B,SS,[US],,,,,,S,MCC-D Dulles,,
7392,S39260,2013-052A,Fengyun 3C,2013 Sep 23,2014 Jun 10,*,*,,FY-3,,,M,C,MET,CN,ST/SG/SER.E/714,101.4,814,850,98.7,S,,,
7393,S39262,2013-053A,[KZ-1],2013 Sep 25,2015 Jul 10,2015 Jul 20?,2015 Aug 31?,,KZ,,,M,D,IMG,[CN],,,,,,S,,,
7394,S39263,2013-054A,Soyuz TMA-10M,2013 Sep 25,2014 Mar 11,2014 Mar 11,2014 Mar 11 0324,,7K-STMM,,,M,C,SS,RU,ST/SG/SER.E/704,88.7,199,241,51.7,S,TsUP,,
7395,S39265,2013-055A,Cassiope,2013 Sep 29,*,*,*,,CSA,,,,C,COM/SCI,CA,ST/SG/SER.E/788,101.3,328,1327,81.0,S,,AUR/P/F,ePOP space weather
7396,S39266,2013-055B,[CUSAT],2013 Sep 29,2013 Oct 16,2013 Oct 16,2013 Oct 16,,Cornell,,,,A,TECH,[US],,,,,,S,,,
7397,S39267,2013-055C,[DANDE],2013 Sep 29,2014 Feb  9,2014 Feb  9,2014 Feb  9,,UCO,,,,A,SCI,[US],,,,,,S,,ATM,Atm. density study
7398,S39268,2013-055D,[POPACS 1],2013 Sep 29,2013 Sep 29,2013 Sep 29,2013 Sep 29,,Starshine,,,,A,SCI,[US],,,,,,S,,ATM,Density sphere
7399,S39269,2013-055E,[POPACS 2],2013 Sep 29,2013 Sep 29,2013 Sep 29,2013 Sep 29,,Starshine,,,,A,SCI,[US],,,,,,S,,ATM,Density sphere
7400,S39270,2013-055F,[POPACS 3],2013 Sep 29,2013 Sep 29,2013 Sep 29,2013 Sep 29,,Starshine,,,,A,SCI,[US],,,,,,S,,ATM,Density sphere
7401,S39285,2013-056A,ASTRA 2E,2013 Sep 29,*,*,*,,Astra,,,M,B,COM,L,A/AC.105/INF.427,1436.4,35752,35820,0.1,S,,,
7402,S39357,2013-037J,Shiyan 7B,2013 Jul 19,2014?,2014?,2014?,,SJ-T,,,,C,TECH,[CN],,,,,,S,,,Target satellite
7403,S39358,2013-057A,Shijian 16,2013 Oct 25,*,*,*,,SJ-16,,,M,D,SIG?,CN,ST/SG/SER.E/714,96.7,610,610,75.0,S,,,
7404,S39360,2013-058A,Sirius FM 6,2013 Oct 25,*,*,*,,Sirius CD,,,M,B,COM,US,ST/SG/SER.E/736,635.3,415,35789,49.2,S,,,
7405,S39363,2013-059A,Yaogan 18,2013 Oct 29,2019 Feb,2019 Feb  1,2020 Jul  7,,JB-7,,,M,D,IMG-R,CN,ST/SG/SER.E/714,95.0,510,509,97.5,S,,,
7406,S39370,2013-060A,Mars Orb. Spacecraft,2013 Nov  5,*,*,*,E,Chandrayaan,,,M,C,PLAN,IN,ST/SG/SER.E/700,410.1,247,23563,19.2,S,,PL,Mars probe
7407,S39373,2013-061A,Soyuz TMA-11M,2013 Nov  7,2014 May 14,2014 May 14,2014 May 14 0158,,7K-STMM,,,M,C,SS,RU,ST/SG/SER.E/709,88.6,200,243,51.7,S,TsUP,,
7408,S39375,2013-062A,Raduga-1M,2013 Nov 11,*,*,*,,Globus-1M,,,M,D,COM,RU,ST/SG/SER.E/709,1436.0,35776,35796,0.0,S,Titov,,
7409,S39378,2013-063A,MAVEN,2013 Nov 18,*,*,*,E,Mars Program,,,M,C,PLAN,US,ST/SG/SER.E/763,89.3,164,318,26.7,S,JPL,PL,Mars exosphere study
7410,S39380,2013-064A,STPSat-3,2013 Nov 20,*,*,*,,STPSAT,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7411,S39381,2013-064B,PhoneSat 2.4,2013 Nov 20,2016 Jan,2016?,2016?,,Phonesat,,,,C,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7412,S39382,2013-064C,Cape 2,2013 Nov 20,2014 Jun  1,2014 Oct?,2014 Oct?,,ULALA,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7413,S39383,2013-064D,DragonSat,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,Drexel,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7414,S39384,2013-064E,KySat II,2013 Nov 20,2014 Feb 25,2014 Feb 25,2014 Feb 25,,Kysat,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7415,S39385,2013-064F,TJ3Sat,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,TJHS,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7416,S39386,2013-064G,ORSES,2013 Nov 20,2013 Nov 25,2013 Nov 25,2013 Nov 25,,SMDC Cube,,,,D,TECH,[US],,,,,,U,,,
7417,S39387,2013-064H,ORS Tech 1,2013 Nov 20,2014 Mar,2014 Mar 23,2014 Mar 23,,ORS Cubesat,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,U,,,
7418,S39388,2013-064J,SENSE SV1,2013 Nov 20,2014 May,2014?,2014 May?,,SMC Cube,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7419,S39389,2013-064K,NPS-SCAT,2013 Nov 20,2014 Jan,2013 Dec?,2014 Jan?,,NPS,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7420,S39390,2013-064L,Prometheus 1-4,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7421,S39391,2013-064M,Prometheus 1-2,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7422,S39392,2013-064N,SENSE SV2,2013 Nov 20,2014 May,2014?,2018?,,SMC Cube,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7423,S39393,2013-064P,Prometheus 1-5,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7424,S39394,2013-064Q,Prometheus 1-6,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7425,S39395,2013-064R,COPPER,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,SLU,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7426,S39396,2013-064S,ORS Tech 2,2013 Nov 20,2014 May,2015 Mar?,2015 Mar?,,ORS Cubesat,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,U,,,
7427,S39397,2013-064T,Horus,2013 Nov 20,2013 Dec,2013 Dec?,2013 Dec?,,LLNL,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7428,S39398,2013-064U,Black Knight,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,USMA,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7429,S39399,2013-064V,Prometheus 1-7,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7430,S39400,2013-064W,Trailblazer,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,UNM,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7431,S39401,2013-064X,Prometheus 1-8,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7432,S39402,2013-064Y,SwampSat,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,UF,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7433,S39403,2013-064Z,Ho'oponopono 2,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,UHI,,,,D,CAL,US,ST/SG/SER.E/763,94.7,506,517,40.5,U,,,
7434,S39404,2013-064AA,Firefly,2013 Nov 20,2014 May,2016?,2016?,,GSFC Cube,,,,A,SCI,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,ATM,Terr. gamma-ray flashes
7435,S39405,2013-064AB,ChargerSat,2013 Nov 20,2013 Nov 20,2013 Nov 20,2013 Nov 20,,UAH,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,F,,,
7436,S39406,2013-064AC,Prometheus 1-1,2013 Nov 20,2014 May,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7437,S39407,2013-064AD,Vermont Lunar,2013 Nov 20,2015 Nov 20,2015 Nov 20,2015 Nov 20,,VTC,,,,A,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7438,S39408,2013-064AE,Prometheus 1-3,2013 Nov 20,2015,2015 Dec?,2015 Dec?,,Prometheus,,,,D,COM,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7439,S39409,2013-064AF,Minotaur R/B,2013 Nov 20,2013 Nov 20,2013 Nov 21?,2013 Nov 21?,,ORS,,,,D,TECH,US,ST/SG/SER.E/763,94.7,506,517,40.5,S,,,
7440,S39410,2013-065A,Yaogan 19,2013 Nov 20,2018 Feb,*,*,,JB-9,,,M,D,IMG,CN,ST/SG/SER.E/714,109.6,1200,1220,100.5,S,,,
7441,S39412,1998-067DA,Ardusat 1,2013 Aug  3,2014 Apr 16,2014 Apr 16,2014 Apr 16,,Nanosatisfi,,,,B,TECH,US,ST/SG/SER.E/736,92.3,385,391,51.6,S,,,
7442,S39413,1998-067DB,PicoDragon,2013 Aug  3,2014 Feb 28,2014 Feb 28,2014 Feb 28,,VNSC,,,,C,TECH,[VN],,,,,,S,,,
7443,S39414,1998-067DC,Ardusat X,2013 Aug  3,2014 Apr 15,2014 Apr 15,2014 Apr 15,,Nanosatisfi,,,,B,TECH,US,ST/SG/SER.E/736,92.3,385,391,51.6,S,,,
7444,S39415,1998-067DD,TechEdSat 3P,2013 Aug  3,2013 Nov 21,2013 Nov 21?,2014 Jan 16?,,TES,,,,A,TECH,US,ST/SG/SER.E/736,92.3,385,391,51.6,S,,,
7445,S39416,2013-066A,Aprizesat 7,2013 Nov 21,2017,*,*,,APRIZE,,,,B,COM,US,ST/SG/SER.E/736,97.1,591,656,97.8,S,,,
7446,S39417,2013-066B,ZACube-1/TshepisoSat,2013 Nov 21,2020 Oct,2016 Mar 23?,*,,CPUT,,,,A,TECH,ZA,ST/SG/SER.E/798,97.4,596,6875,97.8,S,,,
7447,S39418,2013-066C,SkySat 1,2013 Nov 21,2020 Apr,*,*,,SkySat,,,,B,IMG,US,ST/SG/SER.E/736,96.3,567,599,97.8,S,,,
7448,S39419,2013-066D,DubaiSat-2,2013 Nov 21,2020 Jan,*,*,,UAE,,,,C,IMG,UAE,ST/SG/SER.E/705,96.5,582,603,97.8,S,,,
7449,S39420,2013-066E,OPTOS,2013 Nov 21,2014 Mar,*,*,,INTA,,,,A,TECH,E,ST/SG/SER.E/955,98.0,600,800,97.8,S,,,
7450,S39421,2013-066F,UniSat-5,2013 Nov 21,2013 Nov 22?,2013 Nov 22?,2013 Nov 22?,,Unisat,,,,A,TECH,I,ST/SG/SER.E/734,97.2,633,634,97.8,F,,,
7451,S39422,2013-066G,STSAT-3,2013 Nov 21,2015 Dec,2015 Dec,2015 Dec,,STSAT,,,,C,AST/IMG,KR,ST/SG/SER.E/694,96.8,600,629,97.8,S,,IRA,MIRIS-MSOC IR background
7452,S39423,2013-066H,WNISAT-1,2013 Nov 21,2014 Jan,2013 Nov 21,*,,WNI,,,,B,SCI/MET,J,ST/SG/SER.E/735,99.0,593,849,97.8,S,,ATM,"Sea ice, CO2"
7453,S39424,2013-066J,CINEMA-2 (KHUSAT-01),2013 Nov 21,2014 Dec,2014 Dec,2014 Dec,,KHU,,,,A,SCI,KR,ST/SG/SER.E/702,98.1,589,743,97.8,S,,P/F,Ring current study
7454,S39425,2013-066K,Aprizesat 8,2013 Nov 21,2017,2018?,2018?,,APRIZE,,,,B,COM,US,ST/SG/SER.E/736,97.3,594,669,97.8,S,,,
7455,S39426,2013-066L,CINEMA-3 (KHUSAT-02),2013 Nov 21,2014 Dec,2014 Dec,2014 Dec,,KHU,,,,A,SCI,KR,ST/SG/SER.E/703,97.9,589,726,97.8,U,,P/F,Ring current study
7456,S39427,2013-066M,[Triton],2013 Nov 21,2015 Nov,2016?,2016?,,ISISBV,,,,A,COM,[NL],,,,,,S,,,
7457,S39428,2013-066N,[Delfi],2013 Nov 21,2014 Nov 21,2014 Feb 20?,2015?,,Delft,,,,A,TECH,[NL],,,,,,S,,,
7458,S39429,2013-066P,Dove 3,2013 Nov 21,2013 Dec,2018?,2018?,,Flock Dove,,,,B,IMG,US,ST/SG/SER.E/736,98.8,594,815,97.7,S,,,
7459,S39430,2013-066Q,GOMX-1,2013 Nov 21,2014 Jul,*,*,,GOMX,,,,B,COM,DK,ST/SG/SER.E/785,98.7,598,812,97.7,S,,,
7460,S39431,2013-066R,"BRITE-PL-1 ""Lem""",2013 Nov 21,*,*,*,,BRITE,,,,C,AST,PL,ST/SG/SER.E/695,99.4,604,925,97.7,S,,OA,Astroseismology
7461,S39432,2013-066S,ICUBE-1,2013 Nov 21,2014 Jan  9,2014 Jan?,2014 Jan?,,PKIST,,,,A,TECH,PK,ST/SG/SER.E/708,97.0,589,637,97.8,S,,,
7462,S39433,2013-066T,HumSat-D,2013 Nov 21,2014 Aug,2014 Sep?,2014 Sep?,,Vigo,,,,A,TECH,E,ST/SG/SER.E/955,96.9,588,636,97.8,S,,,
7463,S39434,2013-066U,Pocket-PUCP,2013 Nov 21,2014 Mar?,2014 Mar?,2014 Mar?,,PUCP,,,,A,TECH,PE,ST/SG/SER.E/792,96.6,607,607,97.8,S,,,
7464,S39435,2013-066V,WREN,2013 Nov 21,2014 Apr,2014 Apr?,2014?,,STADOKO,,,,A,TECH,D,ST/SG/SER.E/720,97.0,594,638,97.8,S,,,
7465,S39436,2013-066W,50 Sat,2013 Nov 21,2015 Jul 19,2015 Jul 19,2015 Jul 19,,Morehead,,,,A,TECH,US,ST/SG/SER.E/736,97.0,596,642,97.7,S,,,
7466,S39437,2013-066X,BeakerSat,2013 Nov 21,2014 Jan,2014 Jan,2014 Jan,,Morehead,,,,A,TECH,US,ST/SG/SER.E/736,97.0,598,640,97.8,S,,,
7467,S39438,2013-066Y,[VELOX P2],2013 Nov 21,2014 Nov,2014 Nov,2015?,,NTU,,,,A,TECH,[SG],,,,,,S,,,
7468,S39439,2013-066Z,First-MOVE,2013 Nov 21,2013 Dec 19,2013 Dec 19,2014 Feb  3,,TUM,,,,A,TECH,D,ST/SG/SER.E/696,97.6,593,699,97.8,S,,,
7469,S39440,2013-066AA,[LO74],2013 Nov 21,2015 Jun,*,*,,Satelog P,,,,A,TECH,[AR],,,,,,S,,,
7470,S39441,2013-066AB,[Krysaor],2013 Nov 21,2014 Nov,2015?,2015?,,EXA,,,,C,TECH,[EC],,,,,,S,,,
7471,S39442,2013-066AC,PUCP-Sat-1,2013 Nov 21,2013 Dec  6,2013 Dec?,2013 Dec?,,PUCP,,,,A,TECH,PE,ST/SG/SER.E/792,96.6,607,607,97.8,S,,,
7472,S39443,2013-066AD,QubeScout S1,2013 Nov 21,2014 Apr?,2015?,2015?,,UMBC,,,,A,TECH,US,ST/SG/SER.E/736,97.0,596,640,97.8,S,,,
7473,S39444,2013-066AE,[AO73],2013 Nov 21,2020 Nov,*,*,,AMSAT-NL,,,,A,TECH,[NL],,,,,,S,,,
7474,S39445,2013-066AF,HiNCube,2013 Nov 21,2013 Nov 21,2013 Nov 21,2013 Nov 21,,Narvik,,,,A,IMG,N,ST/SG/SER.E/707,97.5,636,636,97.8,F,,,
7475,S39446,2013-066AG,UWE-3,2013 Nov 21,2018 Jun,*,*,,UWE,,,,A,TECH,D,ST/SG/SER.E/701,97.0,593,699,97.8,S,,,
7476,S39451,2013-067A,Swarm-B,2013 Nov 22,2014 Oct,*,*,,ESA Earth,,,M,C,SCI,I-ESA,ST/SG/SER.E/699,94.7,499,505,87.7,S,,F,Magnetic field mapping
7477,S39452,2013-067B,Swarm-A,2013 Nov 22,2014 Oct,*,*,,ESA Earth,,,M,C,SCI,I-ESA,ST/SG/SER.E/699,94.0,457,481,87.3,S,,F,Magnetic field mapping
7478,S39453,2013-067C,Swarm-C,2013 Nov 22,2014 Oct,*,*,,ESA Earth,,,M,C,SCI,I-ESA,ST/SG/SER.E/699,94.0,457,481,87.3,S,,F,Magnetic field mapping
7479,S39455,2013-068A,Shiyan 5,2013 Nov 25,*,*,*,,CAST MISC,,,,C,TECH,CN,ST/SG/SER.E/714,99.6,750,750,98.3,S,,,
7480,S39456,2013-069A,Progress M-20M,2013 Nov 25,2014 Jun  9,2014 Jun  9,2014 Jun  9,,Progress MM,,,M,C,SS,RU,ST/SG/SER.E/709,88.7,193,237,51.7,S,TsUP,,
7481,S39458,2013-070A,Chang'e 3,2013 Dec  1,2020 Sep  1,*,*,E,Chang'e,,,M,C,PLAN,CN,ST/SG/SER.E/714,,200,380000,,S,,UVA,Lunar lander/rover mission
7482,S39460,2013-071A,SES 8,2013 Dec  3,*,*,*,,SES,,,M,B,COM,NL*,A/AC.105/1072,,,,,S,,,
7483,S39462,2013-072A,[USA 247],2013 Dec  6,*,*,*,,TOPAZ,,,M,D,IMG-R*,[US],,,,,,S,,,
7484,S39463,2013-072B,FIREBIRD A,2013 Dec  6,2014 Oct,2014 Oct?,2014 Oct?,,MSU,,,,A,SCI,[US],,,,,,S,,P,Electron microbursts
7485,S39464,2013-072C,FIREBIRD B,2013 Dec  6,2014 Jan 22,2014 Feb?,2014 Feb?,,MSU,,,,A,SCI,[US],,,,,,S,,P,Electron microbursts
7486,S39465,2013-072D,Aerocube 5a,2013 Dec  6,2015 Jun,*,*,,Aerocube,,,,D,TECH,[US],,,,,,U,,,
7487,S39466,2013-072E,Aerocube 5b,2013 Dec  6,2015 Jun,*,*,,Aerocube,,,,D,TECH,[US],,,,,,U,,,
7488,S39467,2013-072F,ALICE,2013 Dec  6,2013 Dec  6,*,*,,AFIT,,,,D,TECH,[US],,,,,,S,,,
7489,S39468,2013-072G,SNAP,2013 Dec  6,*,*,*,,SMDC Cube,,,,D,TECH,[US],,,,,,U,,,
7490,S39469,2013-072H,MCubed-2,2013 Dec  6,2019 Apr,2014 Jul  1,*,,UMI,,,,A,TECH,[US],,,,,,S,,,
7491,S39470,2013-072J,CUNYSAT-1,2013 Dec  6,2013 Dec  6,2013 Dec?,2013 Dec?,,CUNY,,,,A,SCI,[US],,,,,,F,,ION,GPS ionospheric study
7492,S39471,2013-072K,IPEX,2013 Dec  6,2015 Jan 30,2015 Jan 30,2015 Jan 30,,CP,,,,C,TECH,[US],,,,,,S,,,
7493,S39472,2013-072L,SMDC-ONE David,2013 Dec  6,*,*,*,,SMDC Cube,,,,D,COM,[US],,,,,,U,,,
7494,S39473,2013-072M,Tacsat-6,2013 Dec  6,*,*,*,,SMDC Cube,,,,D,COM,[US],,,,,,U,,,
7495,S39474,2013-072N,[SMDC],2013 Dec  6,*,*,*,,SMDC Cube,,,,D,COM,[US],,,,,,U,,,
7496,S39475,2013-072P,GEMSat,2013 Dec  6,2013 Dec  6,2013 Dec  6,2013 Dec  6,,NPSCul,,,,D,TECH,,,,,,,S,,,
7497,S39476,2013-073A,Inmarsat-5 F1,2013 Dec  8,*,*,*,,Inmarsat 5,,,M,B,COM,UK,ST/SG/SER.E/716,1436.0,35786,35786,0.0,S,,,
7498,S39479,2013-074A,Gaia,2013 Dec 19,*,*,*,E,ESA Ast,,,M,C,AST,I-ESA,ST/SG/SER.E/699,,,,,S,ESOC,OA*,Astrometry satellite
7499,S39481,2013-075A,Tupac Katari,2013 Dec 20,*,*,*,,Bolivia,,,M,C,COM,BO,A/AC.105/INF.426,,0,36000,,S,Amachuma,,
7500,S39483,2013-076A,Cosmos-2488,2013 Dec 25,2014 Jun,*,*,,Rodnik,,,,D,COM,RU,ST/SG/SER.E/709,114.0,1495,1505,82.5,S,,,
7501,S39484,2013-076B,Cosmos-2489,2013 Dec 25,2014 Jun,*,*,,Rodnik,,,,D,COM,RU,ST/SG/SER.E/709,114.0,1495,1505,82.5,S,,,
7502,S39485,2013-076C,Cosmos-2490,2013 Dec 25,2014 Jun,*,*,,Rodnik,,,,D,COM,RU,ST/SG/SER.E/709,114.0,1495,1505,82.5,S,,,
7503,S39487,2013-077A,Express-AM5,2013 Dec 26,2017 Jan,*,*,,Ekspress AM,,,M,B,COM,RU,ST/SG/SER.E/709,1437.0,33800,37800,0.1,S,,,
7504,S39490,2013-078A,Cosmos-2493,2013 Dec 28,2013 Dec 28,2013 Dec 28,2013 Dec 28,,SKRL,,,,D,CAL,RU,ST/SG/SER.E/709,97.0,612,638,82.3,S,,,Renamed in SER.E/728
