,JCAT,Piece,Name,LDate,TLast,TOp,TDate,TF,Program,Plane,Att,Mvr,Class,Category,UNState,UNReg,UNPeriod,UNPerigee,UNApogee,UNInc,Result,Control,Discipline,Comment
1547,A08104,2014-022T,"Sprite (16,17)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1548,A08105,2014-022U,"Sprite (18,19)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1549,A08106,2014-022V,"Sprite (20,21)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1550,A08107,2014-022W,"Sprite (22,23)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1551,A08108,2014-022X,"Sprite (24,25)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1552,A08109,2014-022Y,"Sprite (26,27)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1553,A08110,2014-022Z,"Sprite (28,29)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1554,A08111,2014-022AA,"Sprite (30,31)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1555,A08112,2014-022AB,"Sprite (32,33)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1556,A08113,2014-022AC,"Sprite (34,35)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1557,A08114,2014-022AD,"Sprite (36,37)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1558,A08115,2014-022AE,"Sprite (38,39)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1559,A08116,2014-022AF,"Sprite (40,41)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1560,A08117,2014-022AG,"Sprite (42,43)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1561,A08118,2014-022AH,"Sprite (44,45)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1562,A08119,2014-022AJ,"Sprite (46,47)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1563,A08120,2014-022AK,"Sprite (48,49)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1564,A08121,2014-022AL,"Sprite (50,51)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1565,A08122,2014-022AM,"Sprite (52,53)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1566,A08123,2014-022AN,"Sprite (54,55)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1567,A08124,2014-022AP,"Sprite (56,57)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1568,A08125,2014-022AQ,"Sprite (58,59)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1569,A08126,2014-022AR,"Sprite (60,61)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1570,A08127,2014-022AS,"Sprite (62,63)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1571,A08128,2014-022AT,"Sprite (64,65)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1572,A08129,2014-022AU,"Sprite (66,67)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1573,A08130,2014-022AV,"Sprite (68,69)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1574,A08131,2014-022AW,"Sprite (70,71)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1575,A08132,2014-022AX,"Sprite (72,73)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1576,A08133,2014-022AY,"Sprite (74,75)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1577,A08134,2014-022AZ,"Sprite (76,77)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1578,A08135,2014-022BA,"Sprite (78,79)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1579,A08136,2014-022BB,"Sprite (80,81)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1580,A08137,2014-022BC,"Sprite (82,83)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1581,A08138,2014-022BD,"Sprite (84,85)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1582,A08139,2014-022BE,"Sprite (86,87)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1583,A08140,2014-022BF,"Sprite (88,89)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1584,A08141,2014-022BG,"Sprite (90,91)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1585,A08142,2014-022BH,"Sprite (92,93)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1586,A08143,2014-022BJ,"Sprite (94,95)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1587,A08144,2014-022BK,"Sprite (96,97)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1588,A08145,2014-022BL,"Sprite (98,99)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1589,A08146,2014-022BM,"Sprite (100,101)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1590,A08147,2014-022BN,"Sprite (102,103)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1591,A08148,2014-022BP,"Sprite (104,105)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1592,A08149,2014-022BQ,"Sprite (106,107)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1593,A08150,2014-022BR,"Sprite (108,109)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1594,A08151,2014-022BS,"Sprite (110,111)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1595,A08152,2014-022BT,"Sprite (112,113)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1596,A08153,2014-022BU,"Sprite (114,115)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1597,A08154,2014-022BV,"Sprite (116,117)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1598,A08155,2014-022BW,"Sprite (118,119)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1599,A08156,2014-022BX,"Sprite (120,121)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1600,A08157,2014-022BY,"Sprite (122,123)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1601,A08158,2014-022BZ,"Sprite (124,125)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1602,A08159,2014-022CA,"Sprite (126,127)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1603,A08160,2014-022CB,"Sprite (128,129)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1604,A08161,2014-022CC,"Sprite (130,131)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1605,A08162,2014-022CD,"Sprite (132,133)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1606,A08163,2014-022CE,"Sprite (134,135)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1607,A08164,2014-022CF,"Sprite (136,137)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1608,A08165,2014-022CG,"Sprite (138,139)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1609,A08166,2014-022CH,"Sprite (140,141)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1610,A08167,2014-022CJ,"Sprite (142,143)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1611,A08168,2014-022CK,"Sprite (144,145)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1612,A08169,2014-022CL,"Sprite (146,147)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1613,A08170,2014-022CM,"Sprite (148,149)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1614,A08171,2014-022CN,"Sprite (150,151)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1615,A08172,2014-022CP,"Sprite (152,153)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1616,A08173,2014-022CQ,"Sprite (154,155)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1617,A08174,2014-022CR,"Sprite (156,157)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1618,A08175,2014-022CS,"Sprite (158,159)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1619,A08176,2014-022CT,"Sprite (160,161)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1620,A08177,2014-022CU,"Sprite (162,163)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1621,A08178,2014-022CV,"Sprite (164,165)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1622,A08179,2014-022CW,"Sprite (166,167)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1623,A08180,2014-022CX,"Sprite (168,169)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1624,A08181,2014-022CY,"Sprite (170,171)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1625,A08182,2014-022CZ,"Sprite (172,173)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1626,A08183,2014-022DA,"Sprite (174,175)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1627,A08184,2014-022DB,"Sprite (176,177)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1628,A08185,2014-022DC,"Sprite (178,179)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1629,A08186,2014-022DD,"Sprite (180,181)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1630,A08187,2014-022DE,"Sprite (182,183)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1631,A08188,2014-022DF,"Sprite (184,185)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1632,A08189,2014-022DG,"Sprite (186,187)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1633,A08190,2014-022DH,"Sprite (188,189)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1634,A08191,2014-022DJ,"Sprite (190,191)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1635,A08192,2014-022DK,"Sprite (192,193)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1636,A08193,2014-022DL,"Sprite (194,195)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1637,A08194,2014-022DM,"Sprite (196,197)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1638,A08195,2014-022DN,"Sprite (198,199)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1639,A08196,2014-022DP,"Sprite (200,201)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1640,A08197,2014-022DQ,"Sprite (202,203)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1641,A08198,2014-022DR,"Sprite (204,205)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1642,A08199,2014-022DS,"Sprite (206,207)",2014 Apr 18,2014 May 14,2014 May 14,2014 May 14,,Kicksat,,,,A,TECH,[US],,,,,,F,,,
1643,A08211,2014-025,Spuskaemaya Kapsula,2014 May  6,2014 Jun 20,2014 Jun 20,2014 Jun?,,SpK,,,D,D,RV,,,,,,,S,,,
1644,A08213,2014-025,Spuskaemaya Kapsula,2014 May  6,2014 Aug  1,2014 Aug  1,2014 Aug?,,SpK,,,D,D,RV,,,,,,,S,,,
1645,A08222,2013-066U,Dove 4,2013 Nov 21,2013 Dec?,2013 Dec?,2013 Dec?,,Flock Dove,,,,B,IMG,US,ST/SG/SER.E/736,97.0,592,639,97.8,S,,,
1646,A08229,2014-033AS,BRITE-CA2,2014 Jun 19,2014 Jun 20?,2014 Jun 20?,2014 Jun 20?,,BRITE,,,,A,AST,[CA],,,,,,S,,,
1647,A08230,2014-034F,VELOX-I-PSat,2014 Jun 30,2015?,2015?,2015?,,NTU,,,,A,TECH,[SG],,,,,,S,,,
1648,A08248,2014-039,Flock 1b-3,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1649,A08249,2014-039,Flock 1b-4,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1650,A08250,2014-039,Flock 1b-13,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1651,A08251,2014-039,Flock 1b-14,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1652,A08252,2014-039,Flock 1b-19,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1653,A08253,2014-039,Flock 1b-20,2014 Jul 13,2015 Feb 11,2015 Feb 11,2015 Feb 11,,Flock-1,,,,B,IMG,[US],,,,,,S,,,
1654,A08258,1957-U01,USAF 88 Charge A,1957 Oct 17,1957 Oct 17,1957 Oct 17,1957 Oct 17,,Zwicky,,,,D,TECH,,,,,,,S,,,
1655,A08267,2000-004H,[Picosat],2000 Feb  3,2000 Feb 10,2000 Feb 10,2000 Feb 10,,DARPA Pico,,,,D,TECH,[US],,,,,,S,,,
1656,A08282,2002-052B,MEPSI,2002 Dec  2,2002 Dec  4,2002 Dec  4,2002 Dec  4,,MEPSI,,,,D,TECH,[US],,,,,,S,,,
1657,A08283,2006-055B,MEPSI,2006 Dec 21,2006 Dec 23,2006 Dec 23,2006 Dec 23,,MEPSI,,,,D,TECH,[US],,,,,,S,,,
1658,A08284,2000-042C,[Picosat],2001 Sep  8,2001 Sep  9,2001 Sep  9,2001 Sep  9,,MEPSI,,,,D,TECH,[US],,,,,,S,,,
1659,A08285,2003-U01,Hangtian Tsinghua 1-02,2003 Sep 16,2003 Sep 16,2003 Sep 16,2003 Sep 16,,HTSTL,,,,B,TECH,[CN],,,,,,N,,,
1660,A08292,2014-065,Chang'e-5 FTD RV,2014 Oct 23,2014 Oct 31,2014 Oct 31,2014 Oct 31,,Chang'e SS,,,,C,RV,[CN],,,,,,S,,,
1661,A08293,2014-065,4M,2014 Oct 23,2014 Nov 11,2014 Nov 11,2014 Nov 11,,Lux 4M,,,,B,COM,,,,,,,S,,,
1662,A08302,2014-076,Hayabusa 2 Return Capsule,2014 Dec  3,*,*,*,,MUSES X,,,,C,RV,,,,,,,S,,,
1663,A08305,2014-076,Minerva II-1A,2014 Dec  3,2018 Oct 22,2019 Nov  9,2019 Nov  9 1000:01,,MUSES X,,,,C,PLAN,J,ST/SG/SER.E/966,,,,,S,,,
1664,A08306,2014-076,Minerva II-1B,2014 Dec  3,2018 Oct 22,2019 Nov  9,2019 Nov  9 1000:01,,MUSES X,,,,C,PLAN,J,ST/SG/SER.E/966,,,,,S,,,
1665,A08307,2014-076,Minerva II-2,2014 Dec  3,2019 Oct 10?,2019 Nov  9,2019 Nov  9 0303:35,,MUSES X,,,,C,PLAN,J,ST/SG/SER.E/966,,,,,S,,,
1666,A08308,2014-076,MASCOT,2014 Dec  3,2018 Oct  3,2018 Oct  3,2018 Oct  3 1904,,MUSES X,,,,C,PLAN,D,ST/SG/SER.E/894,,,,,S,,,
1667,A08309,2014-076,SCI,2014 Dec  3,2019 Apr  5,2019 Apr  5,2019 Apr  5 0236,,MUSES X,,,,C,PLAN,,,,,,,S,,,
1668,A08310,2014-076,DCAM-3,2014 Dec  3,2019 Apr  5,2019 Apr  5,2019 Apr  5 0739,,MUSES X,,,,C,PLAN,J,ST/SG/SER.E/966,,,,,S,,,
1669,A08334,2015-U01,IXV,2015 Feb 11,2015 Feb 11,2015 Feb 11,2015 Feb 11,,IXV,,,,C,TECH,[I-ESA],ST/SG/SER.E/797,,,,,S,,,
1670,A08349,1960 THE,SOCTOP 1,1960 Aug 10,1960 Aug 10,1960 Aug 11,1960 Aug 11,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1671,A08350,1960 MU,SOCTOP 2,1960 Sep 13,1960 Sep 14?,1960 Sep 14?,1960 Sep 14?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1672,A08351,1960 OMI,SOCTOP 4,1960 Nov 12,1960 Nov 14?,1960 Nov 14?,1960 Nov 14?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1673,A08352,1961 XI 1,SOCTOP 6,1961 Jun 16,1961 Jun 17?,1961 Jun 17?,1961 Jun 17?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1674,A08353,1961 XI 1,TAKI,1961 Jun 16,1961 Jun 17,1961 Jun 17,1961 Jun 17,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1675,A08354,1961 PI,SOCTOP 7,1961 Jul  7,1961 Jul  8,1961 Jul  8,1961 Jul  8,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1676,A08355,1961 PI,WILD BILL,1961 Jul  7,1961 Jul  9,1961 Jul  9,1961 Jul  9,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1677,A08356,1961 PSI,TEXAS PINT,1961 Aug 30,1961 Sep  1,1961 Sep  1,1961 Sep  1,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1678,A08357,1961 OME 1,TOPSOC 1,1961 Sep 12,1961 Sep 19,1961 Sep 19,1961 Sep 19,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1679,A08358,1961 A BET,TOPSOC 2,1961 Sep 17,1961 Sep 19,1961 Sep 19?,1961 Sep 19?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1680,A08363,2015-027,Spuskaemaya Kapsula,2015 Jun  5,2015 Jun  5,2015 Jul  6,2015 Jul?,,SpK,,,D,D,RV,,,,,,,S,,,
1681,A08365,2015-027,Spuskaemaya Kapsula,2015 Jun  5,2015 Jun  5,2015 Aug 10,2015 Aug?,,SpK,,,D,D,RV,,,,,,,S,,,
1682,A08387,2016-042A,Scaled-down Crew Cap. (DFFC),2016 Jun 25,2016 Jun 26,2016 Jun 26,2016 Jun 26,,DFFC,,,,C,SS,CN,ST/SG/SER.E/789,,,,,S,,,
1683,A08388,2016-042A,Tianyuan-1,2016 Jun 25,2016 Jun 25,2016 Jun 25,2016 Jun 25,,CN Tech,,,,C,TECH,,,,,,,S,,,
1684,A08392,2007-012K,MAST Ted,2007 Apr 17,2007 May 14,2007 May 14,2007 May 14,,TUI,,,,B,TECH,,,,,,,S,,,
1685,A08393,2007-012K,MAST Ralph,2007 Apr 17,2007 May 14,2007 May 14,2007 May 14,,TUI,,,,B,TECH,,,,,,,S,,,
1686,A08394,1998-067,Flock 2b-11,2015 Aug 19,2016 May 11,2016 May 11,2016 May 11,,Flock-2,,,,B,IMG,[US],,,,,,S,,,
1687,A08395,1998-067,Flock 2b-12,2015 Aug 19,2016 May 11,2016 May 11,2016 May 11,,Flock-2,,,,B,IMG,[US],,,,,,S,,,
1688,A08416,2015-072,SNAPS,2015 Dec  6,2015 Dec  6,2018 Jan?,2018 Jan?,,Satlet,,,,A,TECH,,,,,,,S,,,
1689,A08417,1961 A GAM 1,TOPSOC 3,1961 Oct 13,1961 Oct 15,1961 Oct 15,1961 Oct 15,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1690,A08418,1961 A EPS 1,TOPSOC 4,1961 Nov  5,1961 Nov  7,1961 Nov  7,1961 Nov  7,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1691,A08419,1961 A KAP 1,GRAPE JUICE 1,1961 Dec 12,1961 Dec 13,1961 Dec 13,1961 Dec 13,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1692,A08421,1962 EPS 1,WILD BILL 1,1962 Feb 27,1962 Feb 27,1962 Feb 27,1962 Feb 27,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1693,A08423,1962 LAM 1,GRAPE JUICE 2,1962 Apr 18,1962 Apr 22,1962 Apr 22,1962 Apr 22,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1694,A08424,1962 A GAM,TAKI 2,1962 Jun 28,1962 Jul  5,1962 Jul  5,1962 Jul  5,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1695,A08425,1962 A THE,NEW JERSEY 1,1962 Jul 28,1962 Aug  2,1962 Aug  2,1962 Aug  2,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1696,A08426,1962 A CHI,GRAPE JUICE 3,1962 Sep 17,1962 Sep 22,1962 Sep 22,1962 Sep 22,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1697,A08427,1962 B RHO,PLYMOUTH ROCK 1,1962 Nov 24,1962 Dec  1,1962 Dec  1,1962 Dec  1,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1698,A08429,1962 B SIG,VINO 1,1962 Dec  4,1962 Dec  7,1962 Dec  7,1962 Dec  7,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1699,A08430,1962 B PHI,TAKI 3,1962 Dec 14,1962 Dec 20?,1962 Dec 20?,1962 Dec 20?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1700,A08431,1963-002A,NEW JERSEY 2,1963 Jan  7,1963 Jan 14,1963 Jan 14,1963 Jan 14,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1701,A08432,1963-019A,WILD BILL 3,1963 Jun 12,1963 Jun 26,1963 Jun 26,1963 Jun 26,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1702,A08434,1963-027A,PLYMOUTH ROCK 2,1963 Jun 29,1963 Jul 11,1963 Jul 11,1963 Jul 11,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1703,A08435,1963-048A,LONG JOHN 2,1963 Nov 27,1963 Dec 12,1963 Dec 12,1963 Dec 12,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1704,A08436,1963-055A,LONG JOHN 1,1963 Dec 21,1964 Jan  8?,1964 Jan  8?,1964 Jan  8?,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1705,A08437,1964-008A,LONG JOHN 3,1964 Feb 15,1964 Mar  9,1964 Mar  9,1964 Mar  9,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1706,A08438,1964-030A,LONG JOHN 4,1964 Jun 13,1964 Jun 26,1964 Jun 26,1964 Jun 26,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1707,A08439,1964-048A,OPPORKNOCKITY,1964 Aug 21,1964 Oct 23,1964 Oct 23,1964 Oct 23,,AFTRACK,,,,D,SIG,,,,,,,S,,,
1708,A08440,1965-086A,SQUARE TWENTY,1965 Oct 28,1965 Nov  8,1965 Nov  8,1965 Nov  8,,AFTRACK,,,,D,SIG,,,,,,,S,,,
